Swedish,English,flykting,refugee
Swedish,English,vittnar,"witnesses, testifies"
Swedish,English,uttömd,"exhausted, depleted"
Swedish,English,utdelning,"dividend, distribution"
Swedish,English,nyskick,new condition
Swedish,English,siktet,"the sight, the aim"
Swedish,English,nedlagd,"shut down, defunct"
Swedish,English,fynd,"find, bargain"
Swedish,English,efterfrågan,demand
Swedish,English,spannmål,grain
Swedish,English,baljväxter,legumes
Swedish,English,påfrestning,"stress, strain"
Swedish,English,foder,feed (animal)
Swedish,English,uppfödning,breeding
Swedish,English,rapar,burps
Swedish,English,skyndar på,to hurry
Swedish,English,kosthållning,diet
Swedish,English,härda,"to harden, to claim"
Swedish,English,föredrar,to prefer
Swedish,English,utgår,"to assume, to be based on"
Swedish,English,måttligt,moderately
Swedish,English,föga,"barely, not much"
Swedish,English,kuslig,"creepy, eerie"
Swedish,English,belastar,"loads, burdens"
Swedish,English,bråkdel,fraction
Swedish,English,förespråkar,advocates
Swedish,English,skörden,the harvest
Swedish,English,råvaran,the raw material
Swedish,English,inslag,"element, feature"
Swedish,English,tillsätta,"to add, to appoint"
Swedish,English,fluga,fly
Swedish,English,fångenskap,captivity
Swedish,English,besvärlig,difficult
Swedish,English,madrass,mattress
Swedish,English,besparingar,savings
Swedish,English,besparing,saving
Swedish,English,vidrig,obnoxious
Swedish,English,lägg av!,Stop it!
Swedish,English,sugen,hungry
Swedish,English,på med skorna,put on your shoes
Swedish,English,har bråttom till,in a hurry
Swedish,English,avsnitt,section
Swedish,English,nödsituation,emergency
Swedish,English,fegis,coward
Swedish,English,rama in,frame
Swedish,English,knös in,squeezed in
Swedish,English,tak,ceiling
Swedish,English,kåt,horny
Swedish,English,sticka iväg,to go away
Swedish,English,knulla,fuck
Swedish,English,sur,sour
Swedish,English,lukta,smell
Swedish,English,bajsa,poop
Swedish,English,fnittra,giggle
Swedish,English,kämpe,fighter
Swedish,English,härligt,lovely
Swedish,English,skit,crap
Swedish,English,pejl på,keep an eye on
Swedish,English,bitti,morning
Swedish,English,grejer,stuff
Swedish,English,jävla,fucking
Swedish,English,lite grann,a little bit
Swedish,English,dämpa er,quiet down
Swedish,English,kalas,party
Swedish,English,lämplighet,suitability
Swedish,English,förutsättningar för hållbart arbetsliv,conditions for sustainable working life
Swedish,English,lyhörd,responsive
Swedish,English,motsvarar,corresponds to
Swedish,English,fyrkantig,square
Swedish,English,bestrida,contest
Swedish,English,klyftig,clever
Swedish,English,döma,judge
Swedish,English,på intet vis,in no way
Swedish,English,kräsen,picky
Swedish,English,kräsenhet,pickiness
Swedish,English,bortom,beyond
Swedish,English,betona,emphasize
Swedish,English,oinskränkt,unrestricted
Swedish,English,mållös,speechless
Swedish,English,stjärna,star
Swedish,English,hänryckt,ecstatic
Swedish,English,misshag,displeasure
Swedish,English,tjejen,the girl
Swedish,English,anlita,hire
Swedish,English,förflutna,past
Swedish,English,förtjäna,deserve
Swedish,English,alltjämt,still
Swedish,English,plikt,duty
Swedish,English,dröjsmål,delay
Swedish,English,förmår oss att,enables us to
Swedish,English,åskåde,spectator
Swedish,English,avsägelse,resignation
Swedish,English,överträffa,surpass
Swedish,English,skicklig,skilled
Swedish,English,psykiskt sammanbrott,mental breakdown
Swedish,English,sammanbrott,breakdown
Swedish,English,skänka,donate
Swedish,English,kista,coffin
Swedish,English,orättvisa,injustice
Swedish,English,begäran,request
Swedish,English,trovärdig,credible
Swedish,English,förakta,despise
Swedish,English,hata,hate
Swedish,English,förkrossad,devastated
Swedish,English,motstånd,resistance
Swedish,English,vätska,liquid
Swedish,English,kräkning,vomiting
Swedish,English,förutsägelse,prediction
Swedish,English,med hänsyftning,with reference to
Swedish,English,mestadels,mostly
Swedish,English,framhärda,persist
Swedish,English,att sätta igång,to start
Swedish,English,framkomma,emerge
Swedish,English,strävan,aspiration
Swedish,English,anteckning,note
Swedish,English,ohygglig,horrible
Swedish,English,hygglig,decent
Swedish,English,dygd,virtue
Swedish,English,tillfoga,add
Swedish,English,anade,suspected
Swedish,English,mönster,pattern
Swedish,English,framsyn,foresight
Swedish,English,växelverkan,interaction
Swedish,English,giltig,valid
Swedish,English,glädja sig åt,to rejoice
Swedish,English,banbrytande,pioneering
Swedish,English,envis,stubborn
Swedish,English,bevisa,evidence
Swedish,English,väsen,entity
Swedish,English,innefatta,include
Swedish,English,slutsats,conclusion
Swedish,English,försvaga,weaken
Swedish,English,gudstron,faith in God
Swedish,English,fördärvad,corrupt
Swedish,English,begriplig,understandable
Swedish,English,uppenbarelse,Revelation
Swedish,English,häpnadsväckande,astonishing
Swedish,English,en rad andra,a number of others
Swedish,English,uppfattning,opinion
Swedish,English,rådande,current
Swedish,English,förkasta,reject
Swedish,English,avhandling,dissertation
Swedish,English,djärv,bold
Swedish,English,visshet,certainty
Swedish,English,vistas,staying
Swedish,English,spänd,tense
Swedish,English,översvämma,flood
Swedish,English,muta,bribe
Swedish,English,bevis,evidence
Swedish,English,hjälte,hero
Swedish,English,rymden,space
Swedish,English,stövlar,boots
Swedish,English,befäl,command
Swedish,English,utstå,endure
Swedish,English,torka av,wipe off
Swedish,English,kvävas,suffocate
Swedish,English,frakta,carry
Swedish,English,någorlunda,fairly
Swedish,English,trång,narrow
Swedish,English,värk,pain
Swedish,English,oförlåtligt förräderi,unforgivable betrayal
Swedish,English,svek,betrayal
Swedish,English,säga upp sig,resign
Swedish,English,säga upp,terminate
Swedish,English,ställa ut,exhibit
Swedish,English,i knipa,in trouble
Swedish,English,begära,ask for
Swedish,English,dimma,fog
Swedish,English,sval,cool
Swedish,English,betvivla,doubt
Swedish,English,tillfreds,satisfied
Swedish,English,avundas,envy
Swedish,English,otur,bad luck
Swedish,English,rep,Rope
Swedish,English,tillställning,event
Swedish,English,överlåta,transfer
Swedish,English,änka,widow
Swedish,English,koppla ur,disconnect
Swedish,English,hållas,be held
Swedish,English,förvaring,storage
Swedish,English,vidskepelse,superstition
Swedish,English,snut,cop
Swedish,English,ligist,hooligan
Swedish,English,förlamad,paralyzed
Swedish,English,torka,wipe
Swedish,English,spräcka,crack
Swedish,English,förtvivla,despair
Swedish,English,fiffig,clever
Swedish,English,frist,deadline
Swedish,English,vi ska dra nu,we are leaving now
Swedish,English,vi får se,we'll see
Swedish,English,nyttig,useful
Swedish,English,På avstånd,At a distance
Swedish,English,vårdslösa,careless
Swedish,English,slösa bort,waste
Swedish,English,i ett svep,in one go
Swedish,English,skämta,joke
Swedish,English,överrumplad,taken by surprise
Swedish,English,snarare,rather
Swedish,English,rita,draw
Swedish,English,dalande,descending
Swedish,English,beträffande,regarding
Swedish,English,emellanåt,occasionally
Swedish,English,tvivla på,doubt
Swedish,English,vidarebefordra,forward
Swedish,English,ha att göra med,be involved with
Swedish,English,ta reda på,find out
Swedish,English,tillfredsställa,satisfy
Swedish,English,frestad,tempted
Swedish,English,lögn,lie
Swedish,English,utförlig,detailed
Swedish,English,iaktta,observe
Swedish,English,samvete,conscience
Swedish,English,nicka,nod
Swedish,English,sköter,takes care of
Swedish,English,förvara,store
Swedish,English,kassaskåp,safe-deposit box
Swedish,English,skala,peel
Swedish,English,skiva,slice
Swedish,English,pank,broke
Swedish,English,oändliga,endless
Swedish,English,gråtfärdig,tearful
Swedish,English,liktydig,synonymous
Swedish,English,klyfta,gap
Swedish,English,ohyggliga,horrible
Swedish,English,i den utsträckning,to the extent that
Swedish,English,spöa upp,to whip up
Swedish,English,utpressa,blackmail
Swedish,English,förpliktelse,obligation
Swedish,English,kana bakåt,slide backwards
Swedish,English,dröja med,delay
Swedish,English,svika dig,let you down
Swedish,English,omständigheter,circumstances
Swedish,English,urskulda sig,to excuse oneself
Swedish,English,vålla,inflict
Swedish,English,egendom,property
Swedish,English,hederlig,honest
Swedish,English,förråda,betray
Swedish,English,tjuvar,thieves
Swedish,English,strunt,rubbish
Swedish,English,inrikta sig på,focus on
Swedish,English,fnissa,giggle
Swedish,English,upplysningar,information
Swedish,English,skåla,toast
Swedish,English,oslagbara,unbeatable
Swedish,English,alldaglig,ordinary
Swedish,English,golv,floor
Swedish,English,vika ihop,fold up
Swedish,English,förnuftig,sensible
Swedish,English,vana mig vid,get used to
Swedish,English,förete,exhibit
Swedish,English,otillräckliga,insufficient
Swedish,English,tvärtom,on the contrary
Swedish,English,frånsett,apart from
Swedish,English,underrätta,notify
Swedish,English,nådig,gracious
Swedish,English,göra sig av,to get rid of
Swedish,English,efterapning,imitation
Swedish,English,räkning,account
Swedish,English,umgick,hung out
Swedish,English,svans,tail
Swedish,English,skärm,screen
Swedish,English,pallra sig ut,to get out
Swedish,English,mottagare,receiver
Swedish,English,håller på med,is working on
Swedish,English,slappa,laze around
Swedish,English,fåtölj,armchair
Swedish,English,beslutsfattande,decision-making
Swedish,English,vansinnig,insane
Swedish,English,bevaka,guard
Swedish,English,anklaga,accuse
Swedish,English,förträffligt,excellent
Swedish,English,lurendrejeri,fraud
Swedish,English,endast,only
Swedish,English,förhindra,prevent
Swedish,English,väsensskilda,fundamentally different
Swedish,English,oändligt,infinitely
Swedish,English,fattar,understands
Swedish,English,fatta,take
Swedish,English,visst,Certainly
Swedish,English,fett trist,very sad
Swedish,English,föresten,by the way
Swedish,English,oansvarlig,responsible
Swedish,English,tillfalle,chance
Swedish,English,besatt av,obsessed with
Swedish,English,moln,cloud
Swedish,English,av medlidande,out of pity
Swedish,English,trånga gränder,narrow alleys
Swedish,English,dela på notan,split the bill
Swedish,English,fjol,last year
Swedish,English,baddräkt,swimsuit
Swedish,English,köpa åt,buy for
Swedish,English,folktom,deserted
Swedish,English,uppvisa,exhibit
Swedish,English,Vi överväger detta.,We are considering this.
Swedish,English,Det rör sig om,It is about
Swedish,English,vissla,whistle
Swedish,English,ådror,veins
Swedish,English,häftiga lidelse,intense passion
Swedish,English,åtrå,lust
Swedish,English,uthållig,persistent
Swedish,English,tapper,brave
Swedish,English,gardiner,curtains
Swedish,English,yrsel,dizziness
Swedish,English,bryta sönder,break to pieces
Swedish,English,brak,crash
Swedish,English,fiendskap,hostility
Swedish,English,prydlig,neat
Swedish,English,tvätta,wash
Swedish,English,stryka,iron
Swedish,English,avseende,respect
Swedish,English,slå in,wrap
Swedish,English,åthävor,manners
Swedish,English,omsättning,sale
Swedish,English,inrättning,institution
Swedish,English,upprymd,elated
Swedish,English,slå av,turn off
Swedish,English,överdriven,excessive
Swedish,English,framhåller,emphasizes
Swedish,English,förmodligen,probably
Swedish,English,färdigheter,skills
Swedish,English,gynnas av,benefit from
Swedish,English,skryta,boast
Swedish,English,dop,baptism
Swedish,English,likgiltig,indifferent
Swedish,English,tillåter,allows
Swedish,English,ta hänsyn till,take into account
Swedish,English,besk,bitter
Swedish,English,äktenskap,marriage
Swedish,English,återstår att ta ställning till,remains to be decided
Swedish,English,kryphål,loophole
Swedish,English,arvsanlag,genetic predisposition
Swedish,English,anlag för,predisposition for
Swedish,English,anlag,predisposition
Swedish,English,arvsmassa,genetic material
Swedish,English,foster,fetus
Swedish,English,hisnande,breathtaking
Swedish,English,surt,sour
Swedish,English,räkna med,count on
Swedish,English,sorglösa,carefree
Swedish,English,lättsamma,easygoing
Swedish,English,slå väl ut,turn out well
Swedish,English,vantrivdes i,was unhappy in
Swedish,English,biträde hos,assistant at
Swedish,English,inleds,begins
Swedish,English,modifiera,modify
Swedish,English,tillämpa,apply
Swedish,English,införskaffa,acquire
Swedish,English,styrka,strength
Swedish,English,enas om,agree on
Swedish,English,rinnande näsa,runny nose
Swedish,English,rinnande,running
Swedish,English,bete sig,behave
Swedish,English,gömma sig,hide
Swedish,English,rån,robbery
Swedish,English,förrädare,betrayer
Swedish,English,avla på djur,to breed animals
Swedish,English,överblivna,leftover
Swedish,English,"tvillingar, trillingar","twins, triplets"
Swedish,English,konstgjord,artificial
Swedish,English,ursprung,origin
Swedish,English,suger ut,sucks out
Swedish,English,rör,tube
Swedish,English,kvick,witty
Swedish,English,oväntat,unexpectedly
Swedish,English,reta,anger
Swedish,English,sinnelag,temperament
Swedish,English,aktsam,careful
Swedish,English,oändlig,infinite
Swedish,English,åtgärd,measure
Swedish,English,sysselsättning,employment
Swedish,English,vädja,appeal
Swedish,English,bekymra,worry
Swedish,English,ratade,failed
Swedish,English,avvisa,reject
Swedish,English,tillverkning,manufacturing
Swedish,English,förödande,devastating
Swedish,English,tillökning,addition
Swedish,English,döper om,renames
Swedish,English,axla,take over
Swedish,English,i tonåren,in adolescence
Swedish,English,tonåren,teens
Swedish,English,ihärdighet,perseverance
Swedish,English,snille,genius
Swedish,English,verkstad,workshop
Swedish,English,återförenad,reunited
Swedish,English,en hjälte i en äventyrsroman,a hero in an adventure novel
Swedish,English,stolt,proud
Swedish,English,roman,novel
Swedish,English,försörjning,providing
Swedish,English,dröja,be delayed
Swedish,English,oförutsedda,unforeseen
Swedish,English,nödgade,forced
Swedish,English,Till råga på allt,To top it all off
Swedish,English,tack vare,thanks to
Swedish,English,återstående,remaining
Swedish,English,alltihop,all of it
Swedish,English,ifrågasättas,be questioned
Swedish,English,att skrida till verket,to get to work
Swedish,English,ihågkommen,remembered
Swedish,English,medge,admit
Swedish,English,hävda sig mot,assert oneself against
Swedish,English,hävda,assert
Swedish,English,till gagn för,for the benefit of
Swedish,English,stiftelse,foundation
Swedish,English,ansenlig,substantial
Swedish,English,klandra,blame
Swedish,English,trösta,console
Swedish,English,lovordar,praise
Swedish,English,sunt förnuft,common sense
Swedish,English,omtanke,consideration
Swedish,English,inräknade,included
Swedish,English,avsevärda,considerable
Swedish,English,försönas,reconcile
Swedish,English,anhängare,supporter
Swedish,English,inställning,attitude
Swedish,English,förbli,remain
Swedish,English,ära,honor
Swedish,English,ersättare,substitute
Swedish,English,krymper,shrinks
Swedish,English,omger sig med,surrounds oneself with
Swedish,English,avlägsna,remove
Swedish,English,visserligen,indeed
Swedish,English,ämnar,intends
Swedish,English,omhulda,cherish
Swedish,English,make,husband
Swedish,English,adelskvinna,noblewoman
Swedish,English,varken...eller,neither...or
Swedish,English,grubbla,ponder
Swedish,English,gladlynt,cheerful
Swedish,English,återvändo,return
Swedish,English,satsa,invest
Swedish,English,tycker synd,feel sorry
Swedish,English,främsta,prime
Swedish,English,det tyder på att,it indicates that
Swedish,English,avsevärt,considerably
Swedish,English,betydligt,considerably
Swedish,English,fara,travel
Swedish,English,bestående,permanent
Swedish,English,tillfälliga,temporary
Swedish,English,sällsam,Strange
Swedish,English,flytta undan,move away
Swedish,English,häpen,astonished
Swedish,English,lysande,brilliant
Swedish,English,undertrycka,suppress
Swedish,English,beundra,admire
Swedish,English,i ett nafs,in a flash
Swedish,English,i synnerhet,in particular
Swedish,English,butter,grumpy
Swedish,English,ilsken,furious
Swedish,English,vore,would be
Swedish,English,vore det,would it be
Swedish,English,besked,message
Swedish,English,avklippa,cut off
Swedish,English,nånsin,ever
Swedish,English,alltför,too
Swedish,English,sansat,calmly
Swedish,English,sansa,calm down
Swedish,English,darra,tremble
Swedish,English,dänga på luren,hang up
Swedish,English,lugna dig,calm down
Swedish,English,svära,swear
Swedish,English,ett tag,for a while
Swedish,English,kväva,choke
Swedish,English,skämmas,be ashamed
Swedish,English,bet sig,bitten
Swedish,English,panna,forehead
Swedish,English,rynka,wrinkle
Swedish,English,uppehåll,break
Swedish,English,komma igång,get started
Swedish,English,Vad sjutton nu då,What the hell now?
Swedish,English,spåra upp,track down
Swedish,English,eld och lågor,fire and flames
Swedish,English,mager,skinny
Swedish,English,smet jag ut bakvägen,I slipped out the back door.
Swedish,English,våning,floor
Swedish,English,inbilla,imagine
Swedish,English,granska,view
Swedish,English,Har jour idag,On call today
Swedish,English,förefalla,seem
Swedish,English,bära,wear
Swedish,English,stöta,bump
Swedish,English,överst,at the top
Swedish,English,sträcka,stretch
Swedish,English,tokig,crazy
Swedish,English,gick av stapeln,took place
Swedish,English,kind,cheek
Swedish,English,lapp,patch
Swedish,English,plåster,patch
Swedish,English,behörighet,competence
Swedish,English,intyg,certificate
Swedish,English,föreslår,suggests
Swedish,English,kissa,pee
Swedish,English,kylig,chilly
Swedish,English,krånglighet,complexity
Swedish,English,skatteverket,tax office
Swedish,English,slutsa,conclude
Swedish,English,slutsase,conclusion
Swedish,English,anser,considers
Swedish,English,känslomässig,emotional
Swedish,English,avböja,decline
Swedish,English,verksamhet,Operation
Swedish,English,hedra,honor
Swedish,English,omvälvande,revolutionary
Swedish,English,övertygelse,conviction
Swedish,English,stram,tight
Swedish,English,hänförd,rapt
Swedish,English,dyrka,worship
Swedish,English,förverkliga,realize
Swedish,English,tycks sluta,seems to end
Swedish,English,mödosamma,laborious
Swedish,English,blomstrande,thriving
Swedish,English,strapats,hardship
Swedish,English,hitintills,so far
Swedish,English,upprätthålla,maintain
Swedish,English,trevnad,comfort
Swedish,English,förnöjelse,pleasure
Swedish,English,kröna,crown
Swedish,English,tillfredsställelse,satisfaction
Swedish,English,lynne,temper
Swedish,English,utarbeta,develop
Swedish,English,idel,sheer
Swedish,English,omgivna,surrounded
Swedish,English,utgång,output
Swedish,English,oundviklig,inevitable
Swedish,English,skugga,shadow
Swedish,English,berömmelse,fame
Swedish,English,aktat,respected
Swedish,English,akta,beware
Swedish,English,hyllas,be praised
Swedish,English,glädja sig,rejoice
Swedish,English,blott,only
Swedish,English,såsom,as
Swedish,English,omfamning,embrace
Swedish,English,hyllar,pays tribute
Swedish,English,betydande,considerable
Swedish,English,till och med,even
Swedish,English,orka,energy
Swedish,English,orkar,can
Swedish,English,sängliggande,bedridden
Swedish,English,dysterhet,gloom
Swedish,English,kurort,health resort
Swedish,English,klen,weak
Swedish,English,smekmånad,honeymoon
Swedish,English,nykomling,newcomer
Swedish,English,obefogad,unjustified
Swedish,English,befogad,justified
Swedish,English,änkling,widower
Swedish,English,eftertraktad,sought-after
Swedish,English,löpa,run
Swedish,English,följeslagare,companion
Swedish,English,bekymrar,worries
Swedish,English,slarv,carelessness
Swedish,English,tillgängligt,available
Swedish,English,svartkrutet,black powder
Swedish,English,opålitliga,unreliable
Swedish,English,ersätta,replace
Swedish,English,skylla,blame
Swedish,English,outsinlig,endless
Swedish,English,påminna,remind
Swedish,English,slaganfall,stroke
Swedish,English,skaka av,shake off
Swedish,English,återhämta,recover
Swedish,English,förkrossa,crush
Swedish,English,förkrossade,devastated
Swedish,English,beskylla,accuse
Swedish,English,smäll,bang
Swedish,English,upplysa,inform
Swedish,English,oförsiktig,careless
Swedish,English,nyfiken,curious
Swedish,English,öde,Fate
Swedish,English,återfinna,find again
Swedish,English,snåll,stingy
Swedish,English,häxa,witch
Swedish,English,sammanhang,context
Swedish,English,förtroende,confidence
Swedish,English,beteende,behavior
Swedish,English,få sparken,get fired
Swedish,English,eftertänksam,thoughtful
Swedish,English,stöttar,supports
Swedish,English,avlyssnar,eavesdropping
Swedish,English,äkta,genuine
Swedish,English,ifrågasättande,questioning
Swedish,English,sakkunskap,expertness
Swedish,English,tillverka,manufacture
Swedish,English,bekräftar,confirms
Swedish,English,efterapninge,imitation
Swedish,English,nyligen,recently
Swedish,English,avboka,cancel
Swedish,English,sönder,broken
Swedish,English,tilltala,address
Swedish,English,innebär,means
Swedish,English,uppfatta,perceive
Swedish,English,välbärgade,wealthy
Swedish,English,fördom,prejudice
Swedish,English,hädanefter,henceforth
Swedish,English,be om ursäkt,apologize
Swedish,English,gömma,hide
Swedish,English,dölja,hide
Swedish,English,stöld,theft
Swedish,English,svika,disappoint
Swedish,English,vägra,refuse
Swedish,English,antyder,suggests
Swedish,English,prov,sample
Swedish,English,ta prover,take samples
Swedish,English,ta emot,receive
Swedish,English,fastän,although
Swedish,English,förhandling,negotiation
Swedish,English,ojämn,uneven
Swedish,English,labil,labile
Swedish,English,isär,apart
Swedish,English,fullkomlig,perfect
Swedish,English,ömsesidig,mutual
Swedish,English,vettig,sensible
Swedish,English,otänkbart,unthinkable
Swedish,English,umgås,hang out
Swedish,English,skyldig,obliged
Swedish,English,ömtålig,fragile
Swedish,English,föredrag,lecture
Swedish,English,strax,just
Swedish,English,rasande,furious
Swedish,English,rasa,rage
Swedish,English,nedlåtande,condescending
Swedish,English,bjuder ut,offers
Swedish,English,nyfiken på,curious about
Swedish,English,föremål,subject
Swedish,English,gömda,hidden
Swedish,English,nämna,mention
Swedish,English,stjäla,steal
Swedish,English,bekymmer,concern
Swedish,English,bedja om,ask for
Swedish,English,ryggsäck,backpack
Swedish,English,påminnelse,reminder
Swedish,English,avvikelser,deviations
Swedish,English,försiktig,careful
Swedish,English,tog pengar slut,ran out of money
Swedish,English,överdrivet,excessive
Swedish,English,utforska,explore
Swedish,English,påstår,claims
Swedish,English,bro,bridge
Swedish,English,slutända,ultimately
Swedish,English,oskyldig,innocent
Swedish,English,åsikt,opinion
Swedish,English,påstående,statement
Swedish,English,slump,chance
Swedish,English,beredd,prepared
Swedish,English,krockar,clashes
Swedish,English,rättigheter,rights
Swedish,English,delaktiga,involved
Swedish,English,verktyg,tool
Swedish,English,censurerar,censors
Swedish,English,allmänhet,public
Swedish,English,yttrandefriheten,freedom of expression
Swedish,English,skapar en stark gemenskap,creates a strong community
Swedish,English,onödiga,unnecessary
Swedish,English,slut,final
Swedish,English,lyhördhet,responsiveness
Swedish,English,avgörande,crucial
Swedish,English,förvandlas,turn
Swedish,English,kamp,struggle
Swedish,English,det finns inga omständigheter. där du inte blir rädd,There are no circumstances where you won't be afraid.
Swedish,English,tema,theme
Swedish,English,medvetna,conscious
Swedish,English,uttala sig,to speak out
Swedish,English,förkastlig,objectionable
Swedish,English,bemötande,treatment
Swedish,English,oerhört upprörd,extremely upset
Swedish,English,utredning,investigation
Swedish,English,insats,effort
Swedish,English,utreda,investigate
Swedish,English,skrämma,scare
Swedish,English,döljer,hides
Swedish,English,övertygade,convinced
Swedish,English,fängelse,prison
Swedish,English,förresten,by the way
Swedish,English,höll på med något dumt,was doing something stupid
Swedish,English,ska hålla huvudet kallt,should keep a cool head
Swedish,English,misstanke,suspicion
Swedish,English,omsorgsbrister,care deficiencies
